FactoryName,Address,District,Division,PostCode,PhoneCityCode,Phone,PhoneExtension,Buildings,Stories,factoryMultiPurpose,factoryMultiFactory,floors,workers,activeMembers
NEWAGE GARMENTS LIMITED,"42‐I, Indira Road, Farmgate",DHAKA,Dhaka,,2,9126535,,1,1/9;,No,No,,1000,1
NEWTECH APPARELS LTD,"SALEHA COMPLEX, 215 DT ROAD, DEWANHAT, DOUBLE MOORING THANA",Chittagong,Chittagong,4100,31,2513810,,,"1/6,",Yes,No,"1/1,2,3,4,5;",630,1
Newtex Design Ltd,"Gorai, Industrial Area, Mirzapur",Tangail,Dhaka,1942,,1717057826,,7,1/4; 2/2; 3/1; 4/1; 5/1; 6/1; 7/1;,No,No,,1100,3
Next Sourcing Ltd,"House #217, Road #10, Mirpur DOHS, Dhaka",Dhaka,Dhaka,1216,2,8080974,,,,No,No,,,1
Nexus Fashion LTD,"Nexus Tower, Vogra Joydebpur",Gazipur,Dhaka,,2,9252774,,,,No,No,,,1
Nexus Knit,"Begum Rokeya Shoroni, 179/1, West Kafrul, Taltola",Dhaka,Dhaka,,2,9145910,,,,No,No,,,1
Nexus Sweater Ind.(pvt) Ltd.,"Vogra, Joydebpur",Gazipur,Dhaka,1704,2,9252774,,3,1/8; 2/1; 3/1;,No,No,,1300,9
Niagara Textiles Ltd,"Chandra circle, Union‐Atabaha, Kaliakair",Gazipur,Dhaka,,2,2512334,,,,No,No,,,6
NIGHTINGALE FASHION LTD,"Plot A 84/85 BSCIC Ind Estate, Konabari, Gazipur Gazipur",,Dhaka,1346,2,9297190,,1,1/8;,No,No,NA,900,1
Nipa Fashionwear Ltd,"Selina Tower, Holan Road, Islam Bag, Dhaka",Dhaka,Dhaka,1230,2,8962683,,4,1/8; 2/1; 3/6; 4/1;,No,Yes,1/0‐7; 2/0; 3/0‐5; 4/0;,2019,8
Nipa Knitwear Company,"SELINA TOWER 4, ISLAM BAG, HOLAN ROAD, DHAKKINKHAN, UTTARA,",Dhaka,Dhaka,1230,2,8952410,,1,1/7;,No,No,‐,900,1
Nirzhor Knitwear Ltd,"D.N.Road, Pagla",NARAYANGANJ Dhaka,,,,,,,,No,No,,,1
Nkk Knitwear Ltd.,"Kutubail,Fatullah,Narayangong",Narayanganj,Dhaka,1420,,1714097821,,1,1/8;,No,No,,969,1
Nofs Garments Ltd.,"Plot & Holding # 1, Turag Housing Ltd., Beribadh, Mohammadpur",Dhaka,Dhaka,,2,400,,,,No,No,,,1
Noman Fashion Fabrics Ltd.,"Pagar, Tongi, Gazipur, Dhaka, Bangladesh",Gazipur,Dhaka,1710,2,9801012,,3,1/6; 2/4; 3/5;,No,Yes,1/5; 2/4; 3/0;,886,5
Noman Terry Towel Mills Ltd,Vawal Mirzapur,Gazipur,Dhaka,,,,,11,1/4; 2/2; 3/2; 4/1; 5/2; 6/1; 7/2; 8/1; 9/1; 10/1; 11/1;,No,No,‐,2042,4
Norban Comtex Ltd.,"Mouza Sarabo, Chakraborty, Kashimpur Union, Gazipur, Dhaka,",Gazipur,Dhaka,,2,3341420,,,"Building 1 ‐ Storied, Building 2 ‐ 1 Storied, Building 3 ‐ 2 Storied, Building 4 ‐ 2 Storied, Building 5 ‐ Under construction",No,No,,1690,4
"Norp Knit Industries Ltd Unit 1North Khailkur, National University",,Gazipur,Dhaka,1704,2,9292036,,2,1/2;2/2;,No,No,‐,1200,3
Norp Knit Industries Ltd Unit 2,"Reliance Ind Park, 93,Islampur, Kodda",Gazipur,Dhaka,,2,9264371,,2,1/3;2/2;,No,No,‐,3700,3
Northern Corporation Limited,"Plot # 43‐45,BSCIC I/A, Tongi, Gazipur",Gazipur,Dhaka,1710,,1833313626,,4,1/5;,No,No,N/A,1250,3
Northern Fashion,"Plot 16‐18 Dakkin Panishail,EPZ kaliakur road, Kashimpur, Gazipur,Dhaka",Gazipur,Dhaka,,,1819813951,,3,1/7;2/4;3/4;,No,No,,1970,2
Novel Hurricane Knit Garments Ltd.,"Bokran, Monipur, Mirzapur, Gazipur",Gazipur,Dhaka,1703,,1713093770,,1,1/5;,No,No,,519,2
NR EXPORTS,"House#15(2nd floor), Road#30, Sector#7, Uttara Model Town , Dhaka",Dhaka,Dhaka,1230,,1611557722,,,1/6;,Yes,Yes,1/2;,15,1
NR Knit Composite,"Enayetnagar, Volail, Fatullah",Narayanganj,Dhaka,,,,,,,No,No,,,4
NR Knitting Mills (own production),"Enayetnagar, Bholail, Fatullah",Narayanganj,Dhaka,,2,7670042,,1,1/6;,No,No,‐,817,1
NRN Fashion,"House#227, Road#4, Mirpur, DOHS, Dhaka",Dhaka,Dhaka,1221,,1710877777,,,1/6;,Yes,Yes,1/5;,25,1
NRN Printing & Accessoreid (Unit‐1),"181 Diamond Mur, Jamgara, Ashulia, Dhaka",Dhaka,Dhaka,1340,,1710877777,,,1/4;,No,Yes,"1,2,3;",58,1
NRN Printing & Accessoreid (Unit‐2),"B/55, Road #1, BSCIC, Shasongaon, Fatullah, Narayanganj",Narayanganj,Dhaka,1400,,1710877777,,,1/3;,No,Yes,1/1;,40,1
NTKC,"Plot# 345‐350, Nilnagar, Konabari, Gazipur",Gazipur,Dhaka,,2,9297141,,4,"1/10, 2/8, 3/4, 4/4;",No,No,,2115,1
NUCON GARMENTS LIMITED,"SHAHN PLAZA (2nd FLOOR) 375, BANDARTILA, AIRPORT ROAD",Chittagong,Chittagong,,31,741475,,,"1/5,",Yes,Yes,"1/2,3;",400,1
Nurani Dyeing & Sweater Ltd.,"Fatehpur, 2 No Shorshodi Union, Dhaka Chittagong Road, Feni",Chittagong,Chittagong,,2,9887507,,1,1/5;,No,No,,600,1
NZN Garments Ltd,"Patherghata 4000, Chittagong",Chittagong,Chittagong,4000,31,740136740161,,1,"1/6,",Yes,Yes,"1/1,",285,1
OASIS HI‐TECH SPORTSWEAR LIMITED.,"PLOT# 12‐14 & 21, COMILLA EPZ",COMILLA,Chittagong,3500,81,71051,,,"1/2,",No,No,Not Shared,1000,1
"Oasis Unit 2Kashem Complex , Gacha Roard , Gazipur",,Gazipur,Dhaka,,2,9291812,,1,1/6;,No,No,,987,1
OCEAN APPARELS LIMITED,"BUILDING DS 02, EAST WING 1ST FLOOR, ROAD# 02, CEPZ",Chittagong,Chittagong,4223,31,800098,,2,1/2;2/1;,No,No,Not Shared,882,1
OCEAN Garment,"GRAMEEN KNITWEAR LTD. PLOT NO. 102, 103, 126 & 127, EXPORT PROCESSING ZONE (EXT‐II), GANAKBARI, SAVAR",Dhaka,Dhaka,1349,2,77892934,,1,1/3;,No,No,All,2200,1
Ocenian Fashion,"I/E 43,Chiriakhana Road, Mirpur‐1",Dhaka,Dhaka,1216,2,9020781,,,,No,No,,280,1
Odessa Fashions Limited,"Nalzani, Chandana, Joidevpur, Gazipur",Gazipur,Dhaka,1702,2,9252412,,1,"1/6,",No,No,"1/6,",1960,4
Oeko‐Tex Limited,"South Panishail zerani bazar, BKSP, Gazipur, Dhaka",Gazipur,Dhaka,,,1711591280,,3,1/6;2/7;3/4;,No,No,,1399,1
Oishi fashion ( pvt) ltd.,"Shaheen complex,(3rd floor) 23, shataish road,gazipura,tongi, gazipur",Gazipur,Dhaka,1712,2,6557258,,1,1/6;,Yes,Yes,"1/2,3;",475,1
"Okamoto (Jamgora, Ashulia)","Plot No‐SA‐179, RS‐1356, Jamgora, Ashulia, Savar, Dhaka",Dhaka,Dhaka,,,,,,,No,No,,,1
"Okamoto (Kaliakoir, Gazipur)","Polly Biddut, Handra, Kaliakoir, Gazipur, Dhaka",Gazipur,Dhaka,1706,,,,,,No,No,,,1
Old Town Fashions Ltd,"Salima Complex, Silo Road, Siddhirgonj, Narayangonj",Narayanganj,Dhaka,1430,2,7692010,,1,1/4;,No,No,,750,2
One Composite Mills,"Bishuya Kuribari, Mirzapur Thana, Gazipur Sadar Gazipur",,Dhaka,1703,2,9289514,,,,No,No,,2300,1
One Up Sweaters Ltd,"122‐123, Choydana, P.O. National University",Gazipur,Dhaka,,2,929280,,1,,No,No,,,1
ONE WAY TEXTILE LTD.,"One Way Textile Alam super market, Kathgora bazar, Zirabo, Savar",Dhaka,Dhaka,1340,2,7792460,,1,"1/1,2;",No,No,,288,1
ONUS DESIGN LTD,"ONUS DESIGN LTD, JOY BANGLA ROAD,, KUNIA, K B BAZARBARA BARI, GAZIPUR",Gazipur,Dhaka,1703,2,9291713,,1,"1/7,",No,No,N/A,2250,1
Opex Fashions Ltd.,"I/1, I/2 Block‐C,Section‐13, Mirpur, Dhaka",Dhaka,Dhaka,1216,2,9013766,,1,1/9;,No,No,,1400,1
Opex Stylewear Ltd,"56/1, Block‐C,Section‐13, Mirpur, Dhaka",Dhaka,Dhaka,,2,8828860,,3,1/12;2/10;3/9;,No,No,All,4500,2
OPTIMUM FASHION WEAR LTD,"Shashongaon, Enayet Nagar, Fatulla, Narayanganj",Narayanganj,Dhaka,1420,2,7670181,,1,1/6;,No,No,NA,450,2
Optimum Limited,"Amir Complex (9th Floor), Plot # 43, Sector 3, Uttara, Dhaka",Dhaka,Dhaka,1230,2,89530967,,1,1/10;,Yes,Yes,1/2;,750,1
ORBITEX KNITWEAR LIMITED,"GORAT, SARKER MARKET ROAD, ASHULIA",DHAKA,Dhaka,,2,779084445,,3,1/3; 2/1; 3/1;,No,No,,2450,1
ORCHID,"13‐14 Zoo Road, Molik Tower, 11th Floor section, Mirpur, Dhaka",Dhaka,Dhaka,1216,2,8415126,,1,,No,No,,600,1
Orchid Garments,"247/248 , West Tejgaon I/A",Dhaka,Dhaka,1208,2,986246,,1,1/12;,No,Yes,"1/1,2,3,5,6,",2450,1
Orchid Sweater Ltd,"B‐7/ B‐8 Bisic‐1/A, Fidc Road, Kalurghat",Chittagong,Chittagong,4212,31,672019,,1,1/5;,No,No,,1050,2
Organic Jeans Ltd.,"Plot No. A/1 & 2, Block‐B, BSCIC Industrial Area, Fouzderhat, Sagarika Road",Chittagong,Chittagong,,,1855545541,,,,No,No,,,1
Orient Allure Lingerie Ltd.,"Konabari, Gazipur Sadar, Gazipur, Dhaka",Gazipur,Dhaka,1346,,1779563280,,1,1/6;,No,Yes,1/3;,,2
Oriental Industrial Co. Ltd.,"Mogarkhal, C.S. Plot # 97, Vogra Industrial Area,P.O. : National University, P.S. Joydebpur",Gazipur,Dhaka,,,,,,,No,No,‐,115,1
Orion Knit Textiles Ltd.,"Jamirdia, Habir bari, Valuka, Mymensingh",Mymensingh,Dhaka,,2,8836278,,,,No,No,,,3
Ornate Knit Garments Industries ltd,"Dewan Idris Road, Boro Rangamatia, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1342,2,7791773,,,1/6; 2/7; 3/5;,No,Yes,"1/1‐5; 2/0,3,5,6; 3/0,2,4;",795,2
ORNOB FASHION WEAR LIMITED,"KATHORA, GACHHA, NATIONAL UNIVERSITY, JOYDEPPUR, GAZIPUR",Gazipur,Dhaka,1704,2,9293801,,3,1/1;2/1;3/1;,No,No,Not Shared,577,1
Osanian Style and Fashion Wear,"43 Chiriakhana Road, Mirpur‐1 Dhaka",Dhaka,Dhaka,1216,2,9020749,,1,1/6;,No,No,,,1
Ospinter Garments Ltd.,SFB# 1+2(1st floor) DEPZ(old zone),DHAKA,Dhaka,1349,2,7800000,,,1/2;,No,No,,404,2
Outright Fashion Ltd.,"965, Shewrapara, Rokeya Sharani, Mirpur,Dhaka Dhaka",,Dhaka,1216,2,9012996,,1,1/10;,Yes,Yes,"1/1,2,3,4,5,6;",680,2
Outwear Fashion Ltd,"965, Shewrapara Rokeya Sharani, Mirpur, Dhaka Dhaka",,Dhaka,1216,2,9012996,,1,"1/0, 1/1, 1/2, 1/3, 1/4, 1/5, 1/6, 1/7, 1/8, 1/9;",Yes,No,"1/1, 1/2, 1/3, 1/4, 1/5, 1/6, 1/7, 1/8, 1/9;",1350,1
OVEN BOTTOM,"S.A‐179, R.S‐ 1356, JAMGARA, ASHULIA, DHAKA",DHAKA,Dhaka,,,9611689362,,,,No,No,4;,1075,1
P. A Knit Composite Limited,"Hobirbari, Jamirdia,Valuka,Mymensingh",Mymensingh,Dhaka,2240,1,714029,,1,1/5;,No,No,,1250,1
P.M. Knittex ( Pvt.) Ltd.,"Chowdhuri bari, Godhnail, Narayangonj",Narayanganj,Dhaka,1400,,1711524689,,2,1/4 ; 2/4;,No,No,No,1500,2
P.N. Composite Limited,"Ambagh, Konabari",Gazipur,Dhaka,,2,9298165,,1,1/8;,No,No,All,2643,5
Pabna knit Design ltd.,"Plot#2, Road#4, Block#B, Section#02",Dhaka,Dhaka,1216,2,9001514,,,"1/6,",Yes,Yes,"1/6, 2/3, floor Pabna Knit",260,2
PACIFIC BLUE (JEANS WEAR) LTD,"Razzak Plaza, 120‐B Jaleshwar, Bazar Bus Stand, Savar",Dhaka,Dhaka,1340,2,7712373,,5,"1/8, 2/7, 3/7, 4/7,5/1;",Yes,Yes,"1/4,5,6; 2/5,6,7; 3/0,2,3,4,5,6,7; 4/2,3,4,5,6,7; 5/0;",2800,1
Pacific Enterprise,"41/13A,zikatala",Dhaka,Dhaka,1209,2,9134184,,,1/5;,Yes,Yes,"1,2,3,4;",20,1
Pacific Jeans Ltd,"Plot#14‐19, Sector‐05, CEPZ, Chittagong",Chittagong,Chittagong,4223,31,740006,,3,"1/6,2/6,3/6;",No,No,"1/6,2/6,3/6;",9500,4
Pacific Sweaters Ltd.,"231/6, BB Road. Chashara C/A, Narayanganj",Narayanganj,Dhaka,,2,7630906,,,,No,No,,,2
Paddocks Jeans Ltd.,"Plot # 59‐60, Dhaka Export Processing Zone (DEPZ), Ganakbari, Savar",Dhaka,Dhaka,1349,2,7742849,,1,1/3;,No,No,,2350,3
PADMA POLYCOTTON KNIT FABRICS LTD,"131, Tejgaon Industrial Area",DHAKA,Dhaka,1208,2,9123928,,2,1/6;2/8;,No,No,Not Shared,2500,3
PADMA SATEL ARAB FASHION LTD,"Luna Complex 6th Floor,Joybangla Road,Khailkur,Brobari, Gazipur",Gazipur,Dhaka,1704,2,9292226,,,"1/8,",No,Yes,"1/7,8;",750,1
Padma Sweaters,"1/B Darus Salam Road, Section 1Dhaka",,Dhaka,,,,,,,No,No,,,1
Padma Wears Ltd.,"Plot # 25, Sector # 1, Road #4, CEPZ, Chittagong",Chittagong,Chittagong,,2,740288,,1,4;,No,No,No,950,2
Palmal knitwear Factory Ltd.,"Hijolhati, Baroipara, Kaliakoir",Gazipur,Dhaka,1700,,1714099491,,3,1/7; 2/1; 3/1;,No,No,,2486,3
Palmal Knitwear Factory Ltd. (Unit‐2),"KABIRPUR, ASHULIA, SAVAR, DHAKA., Gazipur",Gazipur,Dhaka,1700,,1730068494,,3,"1/4, 2/6, 3/3;",No,No,N/A,1800,1
PAN PACIFIC SWEATERS LTD,"Pretty Square , South Salna, Joybedpur, Gazipur",Gazipur,Dhaka,1706,2,8911078,,1,1/6;,No,Yes,1/2;,920,1
Panache,"Gajariapara, Rajendrapur",Gazipur,Dhaka,,2,9201245,,1,1/3;,No,No,All,1492,1
Panache Knitted Creations Ltd,"Gajariapara, Rajendrapur, Gazipur Dhaka",Gazipur,Dhaka,,2,920124548,,,"Building 1 ‐ 3 Storied, Building ‐ 2 Storied",No,No,,1614,5
Panagea Fahion Wear Ltd.,"10/2 Gazi pear prathomik Biddaly Road.Baro Dewra,Tongi,Gazipur",Gazipur,Dhaka,1711,2,9816419,,,1/5;,Yes,Yes,"4,5;",655,2
Panasia Clothing Ltd,"Vogra, Joydebpur",Gazipur,Dhaka,,2,9262236,,1,1/6;,No,No,All,2383,4
Panasia Sweaters Ltd,"Aziz Chowdhury Complex 2, Vogra, Gazipur",Gazipur,Dhaka,,2,9006502,,3 2,1/7; 2/2;,No,No,‐,1815,11
PANDORA FASHION LTD,"Sign Board, K.B Bazar, Badekalemeshwar",Gazipur,Dhaka,1700,2,9291553,,2,1/7; 2/3;,No,No,,2100,2
Pandora Sweaters Ltd.,"Gilar Chala, Master bari, Shreepur",Gazipur,Dhaka,1740,,82552612,,5,1/4; 2/6; 3/1; 4/1; 5/1;,No,No,,2200,9
PANORAMA APPARELS LTD.,"Vogra (Basan Sarak), P.O‐national University, Sadar",Gazipur,Dhaka,,2,929324950,,2,1/6; 2/1;,No,No,,1550,3
PANSHI KNIT PVT.LTD.,"1/B SATAISH KHAPARA ROAD, TONGI‐GAZIPUR",Gazipur,Dhaka,1710,,1713013661,,1,1/5;,No,No,1/5; 2/5;,600,1
PANTALOON DESIGN LTD,"Plot‐M1,Road‐7,Pallabi,Mirpur,Dhaka",Dhaka,Dhaka,1216,2,8050510,,1,1/10;,Yes,Yes,1/3;,670,1
PANTALOON JEANS LTD,"Plot‐33‐37, Milk Vita Road, Section‐7, Mirpur, Dhaka",Dhaka,Dhaka,1216,2,9015853,,1,1/8;,No,No,NA,500,3
Pantaloon Textiles Ltd,"Plot‐33,37, Milkvita Road,Mirpur",Dhaka,Dhaka,1216,2,9015853,,1,1/2;,No,No,,500,1
Panwin Degine Ltd,"Baniachala (Bagher Bazar), Bhabanipur,Gazipur",Gazipur,Dhaka,1700,2,9993601,,1,"1/5,",No,No,"1/4,",2300,2
Panwin Fashion Ltd.,"78/A South Bishil,Mirpur,Dhaka",Dhaka,Dhaka,1216,2,8010383,,1,"1/9,",Yes,Yes,"1/5,",1200,1
Panwin Garments Ltd,"78/A South Bishil,Mirpur,Dhaka",Dhaka,Dhaka,1216,2,8010383,,1,"1/9,",Yes,Yes,"1/3,",600,1
Paolo Footwear (B.D.) Ltd,"Karnaphali, EPZ, North Patenga",Chittagong,Chittagong,4204,31,25038903,,2,1/2;2/1;,No,No,All,1083,2
Papella Limited,"Progressive Tower (3rd floor), 1837, Sk. Mujib Road, Batamtoli, Agrabad, Chittagong",Chittagong,Chittagong,,31,713677,,1,1/3;,No,No,No,1593,3
PAPILLON KNIT APPARELS LTD,"Adamjee Road, Azibpur , Siddharganj , Narayanganj",Narayanganj,Dhaka,1430,2,7694321,,2,1/5; 2/3;,Yes,Yes,"1/0, 2, 3, 4; 2/0;",750,1
Asia Limited),Dogori (Nayapara) Mirzapur Gazipur Sadar Gazipur,Gazipur,Dhaka,1700,2,29357527,,,,No,No,,,1
Paragon Ceramic Industries Ltd.,"Dorori (Nayapara), Mirzapur, Gazipur Sadar, Gazipur",Gazipur,Dhaka,1700,,1755621009,,8,1/1; 2/1; 3/3; 4/1; 5/1; 6/3; 7/1; 8/1;,No,No,,1400,3
Parity Fashion Ltd.,"Chowdhury Bari, Godnayle, Narayanganj",Narayanganj,Dhaka,1432,,1712304679,,,,No,No,,,1
Parkscene Bangladesh Ltd.,"Kunia KB Bazar, Gazipur Sadar",Gazipur,Dhaka,1704,2,9291361,,2,1/6; 2/4;,No,No,,1400,2
Parkview,"111, Derail, Satais, Tongi",Gazipur,Dhaka,,2,9816545,,2,1/1; 2/2;,No,No,‐,850,1
PARKVIEW DRESSES LTD,"30/2 Darail Sataish , Gazipura, Gazipur",Gazipur,Dhaka,1710,2,9816544,,2,1/2; 1/0;,No,No,NA,850,3
"PTV., Ltd.","Isdair, Fatullah, Narayangong, Fatullah Narayangong, Dhaka",Narayanganj,Dhaka,1400,2,7630641,,1,8;,No,No,no,753,4
Peak Apparels,"Vogra, Jaydevpur, Gazipur, Dhaka",Gazipur,Dhaka,1710,2,9292519,,2,1/5 ; 2/2;,No,No,"1/1,2,3,4,5 ; 2/1,2;",940,5
Pearl Prince Apparels Ltd,"Plot No.14, Block‐A, Squed Road, Cherag Ali Road, Tongi, Gazipur",Gazipur,Dhaka,1711,,1943047230,,1,1/8;,No,No,,1500,6
Peerage KnitWear Ltd.,"2/A,Darus Salam Road,Mirpur ‐ 1, Dhaka",Dhaka,Dhaka,1216,2,9008331,,,"1/4,1/6,1/7;",No,No,,480,1
Sourcing),"Ka 96/1, Progati Sarani, Kuril Badda",Dhaka,Dhaka,1229,2,8414976,,1,1/6;,Yes,Yes,3;,575,2
Peninsula Garments Ltd.,"Plot No. 46‐48, Sector No. 01, Chittagong Export Processing Zone",Chittagong,Chittagong,4223,31,741554,,1,1/5;,No,No,,3974,1
PENTAGON APPARELS LTD,"1643, MANIK MARKET, HAZI AMIR ALI CHOWDHURY RAOD, ASADGONJ, KOTOWALI, CHITTAGONG",Chittagong,Chittagong,4000,31,626258,,,,No,No,,450,1
PENTAGON FASHION WEAR LTD,"CAPITAL CO‐OPERATIVE HOUSING SOCIETY, HOUSE#1, ROAD#9, PAGAR, TONGI, GAZIPUR",Gazipur,Dhaka,1710,2,9814646,,,1/2;,No,No,,300,1
PENTAGON KNIT COM LTD,"CAPITAL CO‐OPERATIVE HOUSING SOCIETY, HOUSE#1, ROAD#9, PAGAR, TONGI, GAZIPUR,",Gazipur,Dhaka,1710,2,9814646,,2,1/3;,No,No,,900,1
PIMKIE APPARELS LTD.,"Plot # 328, Block # F, Tongi, Industral Area",Gazipur,Dhaka,,2,9815953,,3,1/3; 2/1; 3/1;,No,No,,1350,3
Pinaki,"A.G Tower ‐ Plot 9 ‐ Block C, Tongi Industrial Area, Himardighi, Tongi Gazipur, Dhaka",Gazipur,Dhaka,,2,8931996,,,7 Storied shared with 4 factories,No,No,,767,3
PINERY TEXTILE LIMITED,"1170/B, SHAH AMANAT SETU ROAD, EAST SHOLASHAR, BADDERHAT, EK KILOMKTER",Chittagong,Chittagong,4212,31,632037,,,"1/6,",Yes,Yes,"1/3,4;",450,1
Pioneer Casual Wear Ltd.,"Zamgora, Earpur Union, Savar",Dhaka,Dhaka,,,1818262609,,,,No,No,,,6
Pioneer Dresses Ltd.,"7/A, Sholashahar Light Industrial Area,, Baizid Bostami Road,, Chittagong",Chittagong,Chittagong,4210,31,683675,,104 1,1/6; 2/2;,No,Yes,"1/4, 5, 6;",934,1
Pioneer Knitwears (BD) Ltd,"Jamirdia, Habirbari, Valuka",Mymensingh,Dhaka,2240,,1678664642,,17,1/2; 2/5; 3/1; 4/1; 5/1; 6/1; 7/1; 8/1; 9/1; 10/1; 11/1; 12/1; 13/1; 14/1; 15/1; 16/1; 17/1;,No,No,,5000,6
Pioneer Knitwears (BD) Ltd. (Section‐1),"Jamirdia, Valuka, Mymensingh",Mymensingh,Dhaka,2240,,1678664642,,,1/1.2/1.3/1.4/1.5/1;,No,No,,3400,1
Pioneer Knitwears (BD) Ltd. (Section‐2),"Jamirdia, Valuka, Mymensingh",Mymensingh,Dhaka,2240,,1678664642,,,1/1.2/1.3/1.4/1.5/1;,No,No,,2752,1
Pioneer Sweaters & Knitwears Unit‐1,"Enayetnagar, Fatullah",Narayanganj,Dhaka,,,,,,,No,No,,,2
Pioneer Sweaters Ltd,"Panchabati Fatullah, Bangladesh",Narayanganj,Dhaka,1704,2,7670451,,5,1/1; 1/1; 1/1; 1/1;,No,No,N/A,5500,4
Plummy Fashion,"North Norshingpur, Kashipur, Fatulla, Narayanganj, Dhaka",Narayanganj,Dhaka,1400,,1713046173,,,1/1;,No,No,1/1;,130,1
Pole Star Fashion Design Ltd.,"Shorifpur, National University, Gazipur",Gazipur,Dhaka,1704,,1819429405,,1,1/5;,No,No,,400,1
POLKA DOTS,"Shilpa Plot M‐4/3, Main Road, Sec14, Mirpur Dhaka",Dhaka,Dhaka,1206,,1731574347,,1,8;,No,No,N/A,479,1
Polo Composite Knit Ind. LTD.,"226, Singair Road, Hemayetpur, Savar, Dhaka",Dhaka,Dhaka,,2,7741539,,40 5,1/7; 2/6; 3/1; 4/1; 5/1;,No,No,"1/0,1,2,3,4,5,6; 2/0,1,2,3,4,5; 3/0; 4/0; 5/0;",2338,6
Posh Garments Ltd,"348/A, Tejgaon Industrial Area",Dhaka,Dhaka,1208,2,8891948,,,1/6;,No,No,"1/3,4,5,6;",930,1
POSMI SWEATERS LTD.,"Dhaka Road, Chandona Chowrasta, Gazipur Sadar, Gazipur",Gazipur,Dhaka,1702,2,9262648,,3,1/1;2/1;3/1;,No,No,Not Shared,1600,4
"POWER VANTAGE WEAR & SHIRTMINE LTD KAFRUL TOWER, 234/8, KACHUKHATE,",CANTONMENT,DHAKA,Dhaka,,2,87113210,,1,1/6;,No,No,,1000,3
PRAN‐RFL Group Durable Plastics Ltd.,"RFL Plastics Ltd. Bagpara, Palash, Narshingdi",Narsingdi,Dhaka,,2,8819693,,10,"1/1, 2/1, 3/1, 4/1, 5/2, 6/3, 7/1, 8/2, 9/3, 10/1;",No,No,,1000,1
PRATIK Apparels Ltd.,"PRATIK Apparels Ltd. Plot # 4 & 5 Sector # 7 Pallabi, Mirpur, Dhaka",Dhaka,Dhaka,,,1933797590,,1,1/12;,Yes,Yes,1/7; 1/8; 1/9; 1/10;,1800,1
Premier 1888 Ltd,"SECTOR:7, PLOT: 41‐47 & 84, CHITTAGONG EXPORT PROCESSING ZONE",Chittagong,Chittagong,4223,2,740938,,2,1/4; 2/5;,No,No,N/A,1499,1
PREMIER TOWELS BD LTD,"Plot‐41‐47 & 84, Sector‐7, CEPZ, Chittagong",Chittagong,Chittagong,4223,31,740270,,4,1/4; 2/3; 3/0; 4/0;,No,No,NA,1290,1
PRESENTATION APPARELS LTD,"Plot #27, Road #4, Sector 1, CEPZ, Chittagong",Chittagong,Chittagong,4223,31,740685,,,,No,No,,,1
PRETTY COMPOSITE TEXTILES LTD,"Jamgora, Zirabo, Ashulia, Dhaka",Dhaka,Dhaka,1349,2,8911078,,2,1/0; 2/0;,No,Yes,1/0; 2/0;,332,1
PRETTY WOOL WEAR,"Jinnahnagar bazar Road, Jinnahnagar, Moheshpur",Jhenaidah,Khulna,7300,,1715028640,,8,1/3; 2/3; 3/1; 4/1; 5/1; 6/1; 7/1; 8/1;,No,No,,1000,2
Prime Sweater Ltd.,"Helal Complex,Shafipur,National University",Gazipur,Dhaka,1717,,1716080402,,1,"1/6,",No,Yes,"1/0,2,3,4;",650,2
Prince & Porag Apparels Ltd. (Unit 01),"Itahata, Chandana, Gazipur",Gazipur,Dhaka,1702,2,27913654,,,,No,No,,,1
Prince & Porag Apparels Ltd. (Unit 02),"Mulaid, Sreepur, Gazipur",Gazipur,Dhaka,1740,2,7913654,,,,No,No,,,1
Probashi Knitwear LTD,"2 No, Harunabad, Pallabi, Mirpur ‐ 12",Dhaka,Dhaka,,2,8032523,,,,No,No,,,1
LIMITED,"840/838, DHANIALAPARA (5th FLOOR), DHAKA TRUNK ROAD",Chittagong,Chittagong,4100,31,718476,,106,"1/4,",Yes,No,"1/2,3,4;",650,1
Prominent Apparels,"House #Sha 74, North Bada, Bazar, Gulshan",Dhaka,Dhaka,,2,9862440,,,,No,No,,,1
PROMO East (Asia) Limited,"ABANTI COLOR TEX LTD. CRONY (Unit 1 & 2) COMPLEX PLOT NO S.A‐646 SHANSHONGAON,, ENAYETNAGAR, FATULLAH, NARAYANGANJ",Narayanganj,Dhaka,,2,7620902,,2,1/10; 1/10;,No,No,All,6400,1
Protex GmbH,"271, DT, ROAD KADAMTALI",,,,,,,,,No,No,yes,,1
Protik Ceramics Ltd,"Dautia, Kalampur, Dhamrai, Dhaka",Dhaka,Dhaka,1340,2,8143637,,1,1/1;,No,No,,800,1
PROTTASHA DYEING & PRINTING LTD,"Plot‐A‐94/95, Bscic Industrial Estate, Konabari, Gazipur",Gazipur,Dhaka,1346,2,9297547,,1,1/6;,No,No,NA,350,1
PULLMAN KNITWEAR (PVT) LTD,"183 , SAYED ALI MENSION GAZIRCHOT ASHULIA, DHAKA",DHAKA,Dhaka,,2,8917284,,1,,No,No,,378,1
PURNA FASHION LTD.,"SHAHNUR MARKET, 96 MURADPUR, HATHAZARI ROAD, PANCHLAISH THANA",Chittagong,Chittagong,4211,31,685037,,,"1/4,",Yes,Yes,"1/1,2;",480,1
