"V2","typ"
"ABL Design & Fashion","BGMEA"
"Saturn Textiles Ltd.","BGMEA"
"La-Belle Design (Pvt.) Ltd.","BGMEA"
"Assertion Designers Ltd.","BGMEA"
"Feiyue Fashions Ltd.","BGMEA"
"Khalifa Apparels Ltd.","BGMEA"
"Magpie Composite Textile Ltd.","BGMEA"
"Apparel-21 Ltd.","BGMEA"
"Valmont Sweaters Ltd.","BGMEA"
"E.H. Fabrics Ltd.","BGMEA"
"C.K. Sweaters Ltd.","BGMEA"
"Vintage Denim Ltd.","BGMEA"
"DNV Clothing Ltd.","BGMEA"
"Consumer Knitex Ltd.","BGMEA"
"Alcon Knitwears Ltd.","BGMEA"
"Cosmopolitan Fashions (Pvt.) Ltd.","BGMEA"
"Fashion Flash Ltd.","BGMEA"
"Provatex Apparels Ltd.","BGMEA"
"Shepherd Textiles (BD) Ltd.","BGMEA"
"S. Suhi Ind. Park Knit Composite Ltd.","BGMEA"
"Sweater Zone Ltd.","BGMEA"
"Apparel Gallery Ltd.","BGMEA"
"Echotex Ltd.","BGMEA"
"New Wave Bottoms Ltd.","BGMEA"
"Viking Design (Pvt.) Ltd.","BGMEA"
"Hi-Fashion Composite Textiles Ltd.","BGMEA"
"Scarlet Knitwears Ltd.","BGMEA"
"Ewings Garments & Textiles Ltd.","BGMEA"
"BHML Sweaters Ltd.","BGMEA"
"Taati Fashion Apparels Ltd.","BGMEA"
"Maooa Style & Design LTd.","BGMEA"
"One Up Sweaters Ltd.","BGMEA"
"Banga Fashion Ltd.","BGMEA"
"Success Fashions (Pvt.) Ltd.","BGMEA"
"Rupa Fabrics Ltd.","BGMEA"
"Nazim Fashion Ltd.","BGMEA"
"BG Collection Ltd.","BGMEA"
"Fakhruddin Textile Mills Ltd.","BGMEA"
"Nebula Fashion Ltd.","BGMEA"
"4S-Park Style Ltd.","BGMEA"
"Matsuoka Apparels Ltd.","BGMEA"
"Perfect Fashion","BGMEA"
"Alive Apparels Ltd.","BGMEA"
"Orchid Styles Ltd.","BGMEA"
"Delicate Knitwears Ltd.","BGMEA"
"Tung Hai Knitting & Dyeing Ltd.","BGMEA"
"M.L. Knit Composite Ltd.","BGMEA"
"Jeans Plus Ltd.","BGMEA"
"Wasif Knit Composite Ltd.","BGMEA"
"Fahim Attire And Composite Ltd.","BGMEA"
"I-Want Fashion & Design Ltd.","BGMEA"
"Uni Gears Ltd.","BGMEA"
"Sun Cherry Body Fashion MFTY Ltd.","BGMEA"
"Taratex (BD) Ltd.","BGMEA"
"Century Apparels Ltd.","BGMEA"
"R.K. Sweaters","BGMEA"
"Mahboob Apparels Ltd.","BGMEA"
"J.L. Sweaters Ltd.","BGMEA"
"Rebecca Fashions Ltd.","BGMEA"
"Torque Fashions Ltd.","BGMEA"
"Vision Garments Ltd.","BGMEA"
"Vision Composite Knit Ltd.","BGMEA"
"Denim Export Processing Ltd.","BGMEA"
"Eskimo Fashions Ltd.","BGMEA"
"Ripon Knitwear Ltd.","BGMEA"
"KSS Knit Composite Ltd.","BGMEA"
"Spectra Sweaters Ltd.","BGMEA"
"Khondker Fashions Ltd.","BGMEA"
"Phantom Tac Ltd.","BGMEA"
"Stilvoll Knitwears Ltd.","BGMEA"
"Imperial Elite Wear Ltd.","BGMEA"
"Aswad Compisite Mills Ltd.","BGMEA"
"Iris Fabrics Ltd.","BGMEA"
"Sun Power  Sweaters","BGMEA"
"Dhakarea Ltd.","BGMEA"
"Daania Fashion Ltd.","BGMEA"
"Space Sweater Ltd.","BGMEA"
"Prova Knitwear Ltd.","BGMEA"
"Jabbar Garments Ltd.","BGMEA"
"Shaya Apparels Ltd.","BGMEA"
"SQ Quantum Clothing Ltd.","BGMEA"
"SQ Loop Ltd.","BGMEA"
"Jeans & Polo Ltd.","BGMEA"
"Trendy Sweater Ltd.","BGMEA"
"Tanzila Textile Ltd.","BGMEA"
"Bea-Con Knit Wear Ltd.","BGMEA"
"Shampa Garments Ltd.","BGMEA"
"Aman Sweaters Ltd.","BGMEA"
"Tangon Garments Ltd.","BGMEA"
"Starlet Apparels Ltd.","BGMEA"
"Susuka Knit Ltd.","BGMEA"
"Prime Jeans Culture Ltd.","BGMEA"
"Haseen Apparels Ltd.","BGMEA"
"Cassiopea Fashion Ltd.","BGMEA"
"Network Clothing Ltd.","BGMEA"
"A.Z. Stitch Ltd.","BGMEA"
"TMF Clothing Ltd.","BGMEA"
"Shangu Tex Ltd.-2","BGMEA"
"Divine Fabrics Ltd.","BGMEA"
"A & A Trousers Ltd.","BGMEA"
"Divine Knitwears Ltd.","BGMEA"
"Anfi Apparels (Pvt.) Ltd.","BGMEA"
"Tweed Sweaters Ltd.","BGMEA"
"Dressmen Fashion Wear Ltd.","BGMEA"
"Epic Garments Manf. Co. Ltd.","BGMEA"
"Atlantis Garments & Buying Ltd.","BGMEA"
"Pinnacle Knit Wears Ltd.","BGMEA"
"Ordian Fashion Ltd.","BGMEA"
"Nazim Sweaters Ltd.","BGMEA"
"F.S. Sweaters Ltd. (U-2)","BGMEA"
"Kajana Fashion Ltd.","BGMEA"
"Saki Fashion Ltd.","BGMEA"
"Mozart Knit Ltd.","BGMEA"
"Rising Knit Textiles Ltd.","BGMEA"
"Salna Tex Ltd.","BGMEA"
"Shadowline Lingerie Ltd.","BGMEA"
"Haji Apparels Ltd.","BGMEA"
"Aurun Sweater Ltd.","BGMEA"
"Navana Textiles Ltd. (U-2)","BGMEA"
"Stoffa Tex Fashions Ltd.","BGMEA"
"Meek Knit Ltd.","BGMEA"
"A.M. Composite Ltd.","BGMEA"
"Ananta Denim Technology Ltd.","BGMEA"
"Rongdhonu Sweater Ltd.","BGMEA"
"TM Designers Ltd.","BGMEA"
"Kimberly Garments Ltd.","BGMEA"
"Temacos Fashion Wear Ltd.","BGMEA"
"Jalal Ahmed Knit Composite Ltd.","BGMEA"
"Sea View Knit Composite Ltd.","BGMEA"
"Ready Knit Apparels Ltd.","BGMEA"
"Dong Bang Facilities (BD) Ltd.","BGMEA"
"Indesore Sweater Ltd.","BGMEA"
"Pantaloon Jeans Ltd.","BGMEA"
"KM Apparels Knit (Pvt.) Ltd.","BGMEA"
"Rip Apparels Ltd.","BGMEA"
"Manami Fashions Ltd.","BGMEA"
"Chantik Garments Ltd.","BGMEA"
"Irene Knitwear Ltd.","BGMEA"
"Orchard Sweaters Ltd.","BGMEA"
"Hall-Mark Fashion Ltd.","BGMEA"
"A.B. Sweater Inds. (BD) Ltd.","BGMEA"
"Daiyan's Jeans Ltd.","BGMEA"
"Global Merchants Ltd.","BGMEA"
"Hagh Knitwears Ltd.","BGMEA"
"Atam Knitwear Ltd.","BGMEA"
"ABC Knit Dyeing & Finishing Mills Ltd.","BGMEA"
"Continental Clothing Ltd.","BGMEA"
"Winsome Knit Composite Ltd.","BGMEA"
"Q-Point Sportswear Ltd.","BGMEA"
"LRB Sportswear Ltd.","BGMEA"
"Arizona Tex Ltd.","BGMEA"
"Air Apparels Ltd.","BGMEA"
"ABG Sweaters Ltd.","BGMEA"
"Caremake Sweater Ltd.","BGMEA"
"Mohammadi Knit Star Ltd.","BGMEA"
"ARK Pullover Ltd.","BGMEA"
"Wisteria Textiles Ltd.","BGMEA"
"Raiyan Knit Composite Ltd.","BGMEA"
"Rain Knit Wears Ltd.","BGMEA"
"Lazim Apparels Ltd.","BGMEA"
"S.I. Knitting Ltd.","BGMEA"
"Taif Design's Ltd.","BGMEA"
"Golden Thread Ltd.","BGMEA"
"Nandan Sweater (Pvt.) Ltd.","BGMEA"
"Babui Tex Ltd.","BGMEA"
"Garment Needs Ltd.","BGMEA"
"NAR Sweaters Ltd.","BGMEA"
"Ameerah Apparels Ltd.","BGMEA"
"Sir Denim Ltd.","BGMEA"
"Goal Line Knit Wear Ltd.","BGMEA"
"Suchi Fashion Ltd.","BGMEA"
"Cherry Knit Wear Ltd.","BGMEA"
"M.H.R. Fashion Ltd.","BGMEA"
"Needle Touch Garments Ltd.","BGMEA"
"Nurani Dyeing & Sweater Ltd.","BGMEA"
"L Usine Fashion Ltd.","BGMEA"
"Tex Bay Limited","BGMEA"
"Mahmud Jeans Ltd.","BGMEA"
"Ama Syntex Ltd.","BGMEA"
"KTJ Gloves Ltd.","BGMEA"
"RMM Knit Clothing Ltd.","BGMEA"
"Tasin Sweaters Ltd.","BGMEA"
"Epic Garments Mafg. Co. Ltd.(U-2)","BGMEA"
"Fashion Fx Ltd.","BGMEA"
"Euro Fashion","BGMEA"
"Nex Trade Knit Ltd.","BGMEA"
"Salim & Brothers Ltd. (U-2)","BGMEA"
"Galaxy Sweaters & Yarn Dy. Ltd.","BGMEA"
"Angora Fashions Ltd.","BGMEA"
"In Fashion Ltd.","BGMEA"
"Nimbgen Fashion Ltd.","BGMEA"
"Navid Woolwears Ltd.","BGMEA"
"Panshi Knit (Pvt.) Ltd.","BGMEA"
"Arva Textile Ltd.","BGMEA"
"A.R.B. Knitting & Dyeing Inds. Ltd.","BGMEA"
"Skamp Garments Inds. Ltd.","BGMEA"
"B.H.I.S. Fashions Ltd.","BGMEA"
"Dharla Fashion Ltd.","BGMEA"
"Rising Cotton Excel Knit Ltd.","BGMEA"
"Gemtex Limited","BGMEA"
"Southern Poshak Shilpa Ltd.","BGMEA"
"N.Y. Sweater Ltd.","BGMEA"
"Asha Industries","BGMEA"
"Nightqueen Sweaters Ltd.","BGMEA"
"Parkview Dresses Ltd.","BGMEA"
"Le-Nouveautex Knit Fashion","BGMEA"
"Lientex Composite Knit Ltd.","BGMEA"
"Abrar Sweater","BGMEA"
"Astro Stich Art Ltd.","BGMEA"
"Camio USA Knitwear Ltd.","BGMEA"
"Sunmoon Bangladesh Ltd.","BGMEA"
"Nabik Apparels Ltd.","BGMEA"
"Amantex Ltd.","BGMEA"
"Dress Me fashion Ltd.","BGMEA"
"Sujas Garments (Pvt) Ltd.","BGMEA"
"Petronas Sweaters Ltd.","BGMEA"
"Woolsey Knitwear Ltd.","BGMEA"
"SQ Crystal Celsius Ltd.","BGMEA"
"Yongtai Inds. (BD) Ltd.","BGMEA"
"HQ Knitwear Ltd.","BGMEA"
"Bunon Sweater (Pvt.) Ltd.","BGMEA"
"Seasons Dresses Ltd.","BGMEA"
"Jinnat Knitwears Ltd.","BGMEA"
"Amotex Ltd. (Woven Unit)","BGMEA"
"Muazuddin Knit Fashion Ltd.","BGMEA"
"Maa Moni Apparels","BGMEA"
"KC Apparels Ltd.","BGMEA"
"Sigma Fashions Ltd.","BGMEA"
"Graphics Textiles Ltd.","BGMEA"
"Target Fine Wear Inds. Ltd.","BGMEA"
"Fabrica Knit Composite Ltd.","BGMEA"
"J.M.S. Composite Knitwear Ltd.","BGMEA"
"Versatile Attire Ltd.","BGMEA"
"Zuma Fashions Ltd.","BGMEA"
"Muntaka Apparels Ltd.","BGMEA"
"Pantaloon Fashion Ltd.","BGMEA"
"Zeem Sweater Ltd.","BGMEA"
"The Civil Engineers Ltd. (Sweater Unit)","BGMEA"
"Fiat Fashion Ltd.","BGMEA"
"Cheery Knit Collection Ltd.","BGMEA"
"Radiance Jeans Ltd.","BGMEA"
"Triple Seven Apparels Ltd.","BGMEA"
"Lithium Knit Fabrics Ltd.","BGMEA"
"Hannan Knit & Textiles Ltd.","BGMEA"
"ATN Collection Ltd.","BGMEA"
"Cocoon Apparels Ltd.","BGMEA"
"Zamila Sweaters Ltd.","BGMEA"
"Panagea Fashion Wear Ltd.","BGMEA"
"Dudi Knit Fashion Ltd.","BGMEA"
"Basuni Knitting Mills Ltd.","BGMEA"
"Running Fashions Ltd.","BGMEA"
"Lucent Sweaters Ltd.","BGMEA"
"Youngones (Bangladesh) Ltd.","BGMEA"
"President Apparel Ltd.","BGMEA"
"Dignity Garments Ltd.","BGMEA"
"A.N. Garments Ltd","BGMEA"
"The Chic Wear Ltd.","BGMEA"
"Everest Garments Ltd.","BGMEA"
"Lovely Garments Ltd.","BGMEA"
"Adonis Garments (Pvt.) Ltd","BGMEA"
"Lodestar Garments Ltd.","BGMEA"
"786 Garments & Textiles.","BGMEA"
"Anupam Hosiery Inds. (Pvt.) Ltd.","BGMEA"
"Max Reliance Apparels Ltd.","BGMEA"
"Asia Apparels Manf. Co. (Pte.) Ltd.","BGMEA"
"Dewan Fashion Wears Ltd.","BGMEA"
"Capri Garments Ltd.","BGMEA"
"R.R. Products Ltd.","BGMEA"
"N & N Fashion Ltd.","BGMEA"
"Shishir Apparels Ltd.","BGMEA"
"Sylvana Apparels Ltd.","BGMEA"
"Urfi Garments Ltd.","BGMEA"
"Dewan Textile Mills Ltd.","BGMEA"
"Mascot Fashion Wear Ltd.","BGMEA"
"Jahanara Fashions Ltd.","BGMEA"
"Sanjari Toys (Pvt.) Ltd.","BGMEA"
"Marina Knit Fashions Ltd.","BGMEA"
"Venus Fashions Ltd.","BGMEA"
"Mushroom Garments Ltd.","BGMEA"
"The Knit Apparels Industry Ltd.","BGMEA"
"Niaz Garment Industry (Pvt.) Ltd.","BGMEA"
"Haidory Textile & Garments Ltd.","BGMEA"
"Pantex Ltd.","BGMEA"
"May Apparels Inds. Ltd.","BGMEA"
"Avenue Apparels","BGMEA"
"Muslin Textile Mills Ltd.","BGMEA"
"Recent Fashions Limited","BGMEA"
"Nethee Apparels Ltd.","BGMEA"
"Sidko Apparels Ltd.","BGMEA"
"B.P. Sweater (Pvt) Ltd.","BGMEA"
"Mervellous Fashion Ltd.","BGMEA"
"Textile N Design Ltd.","BGMEA"
"Gold Land International Ltd.","BGMEA"
"Chowdhury Associates Ltd.","BGMEA"
"Mahbub Knit Fashion Ltd.","BGMEA"
"Eebana Fashion Designs Ltd.","BGMEA"
"Ratna Fashion Ltd.","BGMEA"
"Fashion Craft Knit Wear Ltd.","BGMEA"
"Macro Knitwears Ltd.","BGMEA"
"Shahjalal Knit Fashions Ltd.","BGMEA"
"Haidory Composite Knit Kit Wear Ltd.","BGMEA"
"Anindya Apparels Ltd.","BGMEA"
"Surma Garments Ltd. (U-2)","BGMEA"
"Supasox Limited (U-2)","BGMEA"
"ARBA Garments & Industry Ltd.","BGMEA"
"Solitaire Knit Wears Ltd.","BGMEA"
"Vintage Knitwears Ltd.","BGMEA"
"Ayasha & Galeya Fashions Ltd.","BGMEA"
"Ever Youth Company Ltd.","BGMEA"
"Bonny & Bonny Apparels (Pvt) Ltd.","BGMEA"
"N.B. Garments Ltd.","BGMEA"
"Kuliarchar Fashions Apparels Ltd.","BGMEA"
"Rahman Knitting & Yarn Processing Inds. (Pvt) Ltd.","BGMEA"
"Century Knitwear Ltd.","BGMEA"
"Venture Apparels Ltd.","BGMEA"
"Angels Composit Knitting Inds.(Pvt) Ltd.","BGMEA"
"Noman Apparels","BGMEA"
"Balaka Apparels Ltd.","BGMEA"
"ASM Garments Ltd.","BGMEA"
"Tasniah Fabrics Ltd.","BGMEA"
"Good Guys Ltd.","BGMEA"
"Azmeri Composite Knit Ltd.","BGMEA"
"Arizma Ltd.","BGMEA"
"Tex Eleeta (Pvt) Ltd.","BGMEA"
"Fulpur Knit & Garments Ltd.","BGMEA"
"Angee Knitwear Ltd.","BGMEA"
"Galimpur Sweater Ltd.","BGMEA"
"Isamoti Fashion Ltd.","BGMEA"
"Teen Age Modern Fashion Ltd.","BGMEA"
"Samycon Knitex Ltd.","BGMEA"
"First Textile (BD) Ltd.","BGMEA"
"Cotton Zone Ltd.","BGMEA"
"Shatabdi Fashions Wear Ltd.","BGMEA"
"Shohana Knitwear Ltd.","BGMEA"
"Litun Fabrics Ltd.","BGMEA"
"Desh Bangla Cap Industry (DBCI)","BGMEA"
"Standard Garments Industries Ltd.","BGMEA"
"Joy Industries Ltd.","BGMEA"
"Mona Garments Ltd.","BGMEA"
"Albatross Limited","BGMEA"
"Khalil Fashions Ltd.","BGMEA"
"Leela Garments Ltd.","BGMEA"
"Juki Garments","BGMEA"
"Pal Apparels Industries","BGMEA"
"Mona Knitwears","BGMEA"
"Jesmin Garments Ltd.","BGMEA"
"Kapotakkha Apparels Ind. Ltd.","BGMEA"
"Rims Apparels (Pvt.) Ltd.","BGMEA"
"Integrity Apparels Ltd.","BGMEA"
"Raiment Limited","BGMEA"
"International Trading Services Ltd.","BGMEA"
"Wills Apparels Ltd.","BGMEA"
"Green Fashions (Pvt.) Ltd.","BGMEA"
"Ashik Garments Ltd.","BGMEA"
"Onix Apparels Limited","BGMEA"
"Nerob Fashion (Pvt.) Ltd.","BGMEA"
"Five Star Knitting Apparels Ltd.","BGMEA"
"Bedita Enterprise Ltd.","BGMEA"
"Mridha Fashions Ltd.","BGMEA"
"3A Garments & Hosiery (Pvt.) Ltd.","BGMEA"
"Lapin Dresses Ltd.","BGMEA"
"Shah Sufi Apparel & Textile","BGMEA"
"Makbo Apparels Ltd.","BGMEA"
"Rafty Apparels Ltd.","BGMEA"
"Aries Apparels (Pvt.) Ltd.","BGMEA"
"Human Fashion Ltd.","BGMEA"
"Shawon Textile Inds. (Pvt) Ltd. (Unit-2)","BGMEA"
"Lufa Fashion Ltd.","BGMEA"
"Kings Garments Industries Ltd.","BGMEA"
"Optima Textile (Pvt) Ltd.","BGMEA"
"S.M. Syndicate","BGMEA"
"Sung Jin (BD) Limited","BGMEA"
"Artificial Plant & Radiant Knit.Dye.Ltd.","BGMEA"
"Razia Knit Garments Ltd.","BGMEA"
"Falcon Knitwears (Pvt.) Ltd.","BGMEA"
"Chandrima Garments (Pvt) Ltd.","BGMEA"
"Peerless Sweaters Bangladesh Ltd.","BGMEA"
"Gem Knitwear Fabrics Co. Ltd.","BGMEA"
"Wills Sportswear Ltd.","BGMEA"
"C.B.M. International Ltd.","BGMEA"
"Polymer Knitwear Inds. Ltd.","BGMEA"
"M.R.S. Fashion Ltd.","BGMEA"
"Haidory Apparels Ltd.","BGMEA"
"Atia Garments Inds. Ltd.","BGMEA"
"Tex-Fashion Ltd.","BGMEA"
"AK Fashions Ltd.","BGMEA"
"Shaas Garments Ltd.","BGMEA"
"Venix Bangladesh Ltd.","BGMEA"
"Fahriaz Fashion","BGMEA"
"Cotton Home Ltd.","BGMEA"
"Mousumi Apparels (Pvt) Ltd.","BGMEA"
"Alpha Fashion (Pvt) Ltd.","BGMEA"
"Dress & Dress Ltd.","BGMEA"
"Naas Apparels Ltd.","BGMEA"
"Tex Fashion Knitwear Ltd.","BGMEA"
"Beijing Sports Wear Ltd.","BGMEA"
"Islam Attires","BGMEA"
"APS Design Works Ltd.","BGMEA"
"Jann Composite Mills Ltd.","BGMEA"
"Anupam Knitex Ltd.","BGMEA"
"Carlos Leather Fashion Ltd.","BGMEA"
"Liberty Garments Inds. Ltd.","BGMEA"
"Monde Limited","BGMEA"
"Mamataz Apparels Limited","BGMEA"
"Sarhind Garments Ltd.","BGMEA"
"Brothers Industries Ltd.","BGMEA"
"Look Fashions Ltd.","BGMEA"
"RTN Fashions Limited","BGMEA"
"Haesong Corporation Ltd.","BGMEA"
"Teesta High Fashion Ltd.","BGMEA"
"Evershine Fashions Limited","BGMEA"
"M.H. Fashion Ltd.","BGMEA"
"Tracker Fashions Ltd.","BGMEA"
"Nascent Knitwears (Pvt) Ltd.","BGMEA"
"Sharoj Apparels Ltd.","BGMEA"
"Usha Sweater Co. Ltd.","BGMEA"
"Multi Apparels (Pvt) Ltd.","BGMEA"
"Fashion 2000","BGMEA"
"Anu Fashions (Pvt) Ltd.","BGMEA"
"A.S Fashion Ltd","BGMEA"
"Anzir Apparels Ltd.","BGMEA"
"Walligan Knit Wears Ltd.","BGMEA"
"Stylex Industries Ltd.","BGMEA"
"Ardour Apparels Soursing Ltd.","BGMEA"
"Reaz Export Apparels Ltd.","BGMEA"
"Yihoo Fashions Ltd.","BGMEA"
"Reya Sweaters (Pvt) Ltd.","BGMEA"
"Kamran Sweaters Ltd.","BGMEA"
"Sakib Sweater Ltd.","BGMEA"
"Zayma Fashions (Pvt) Ltd.","BGMEA"
"Shishir Dresses (Pvt) Ltd.","BGMEA"
"Maeris Sweater Ltd.","BGMEA"
"Siyam Sweater Ltd.","BGMEA"
"Euro Bangla Sweaters Ltd.","BGMEA"
"Rancon Sweaters Ltd.","BGMEA"
"Naliza Sweaters Ltd.","BGMEA"
"N.K. Sweaters Ltd.","BGMEA"
"CD Spinning Mills Ltd.","BGMEA"
"Patriot Fashion Ltd.","BGMEA"
"Trans World Sweaters Ltd.","BGMEA"
"Sweat Pakiza Ltd.","BGMEA"
"Monayam Sweater Complex Ltd.","BGMEA"
"M.R. Sweater Composite Ltd.","BGMEA"
"Nurul Islam Sweaters Ltd.","BGMEA"
"Zillions Sweaters Ltd.","BGMEA"
"Setara Knitwear Ltd.","BGMEA"
"Rana International Fashion","BGMEA"
"J.S. Apparels Hisiery Division","BGMEA"
"Aspen Sweaters Ltd.","BGMEA"
"Dolphin Composite Knitwear Ltd.","BGMEA"
"Rita Textile (Pvt) Ltd.","BGMEA"
"Julia Sweaters Composite Ltd.","BGMEA"
"Canadian Sweaters Ltd.","BGMEA"
"Fame Shirts Ltd.","BGMEA"
"Dipa Sweater Ltd.","BGMEA"
"Bengal Sweater Fashion Ltd.","BGMEA"
"Tropical Sweater Ltd.","BGMEA"
"DSL Sweater Ltd.","BGMEA"
"A & A Enterprise Ltd. (Sweater Division)","BGMEA"
"Ayesha Fashion Ltd.","BGMEA"
"Megatex International Ltd.","BGMEA"
"DNS Sweater Ltd.","BGMEA"
"Ambition Knitwear Ltd.","BGMEA"
"Rolak Bangla Ltd.","BGMEA"
"Rastas Apparels Ltd.","BGMEA"
"Dhaka Denim Ltd. (Garments Division)","BGMEA"
"Mohammadi Millenium Knitwears Ltd.","BGMEA"
"Fair Knitting Ltd.","BGMEA"
"Smug Sweater Ltd.","BGMEA"
"Renaissance Apparels Ltd.","BGMEA"
"Fashion Store Ltd.","BGMEA"
"Advance Attire Ltd.","BGMEA"
"Nina Design Ltd.","BGMEA"
"Ardent Fashion Ltd.","BGMEA"
"Masco Inds. Ltd. (Compsite Unit)","BGMEA"
"Apparel Flow Ltd.","BGMEA"
"Angel Sweater (BD) Ltd.","BGMEA"
"Niagara Textiles Ltd.","BGMEA"
"Mouly Fashion Ltd.","BGMEA"
"Galpex Ltd.","BGMEA"
"Landmark Textile","BGMEA"
"Apparel Profile Ltd.","BGMEA"
"Euro-Mart Apparels Ltd.","BGMEA"
"Nami Apparels (Pvt) Ltd.","BGMEA"
"Shorot Knitwear Co.","BGMEA"
"B.S.Industries Ltd.","BGMEA"
"Rafhkat Garments Ltd.","BGMEA"
"Stage II Knittig Apparel Ltd.","BGMEA"
"Tresco Int'l (Pvt) ltd.","BGMEA"
"Pinnacle Sweaters Ltd.","BGMEA"
"Beats Fashion Ltd.","BGMEA"
"ABA Sweater Ltd.","BGMEA"
"Rafty Sweaters Ltd.","BGMEA"
"EU Sweaters Industries Ltd.","BGMEA"
"Valentine Apparels & Sweater Ltd.","BGMEA"
"Al-Paca Sweater (Pvt) Ltd.","BGMEA"
"Pole Star Sweater Ltd.","BGMEA"
"Motmaein Sweaters ltd.","BGMEA"
"South End Sweater Co. Ltd.","BGMEA"
"Sweater Concern Ltd.","BGMEA"
"Zodiac Sweaters Ltd.","BGMEA"
"Aristocral Sweater & Dyeing Ind. Ltd.","BGMEA"
"Sharp Wears Ltd.","BGMEA"
"Lorra Provisions Ltd.","BGMEA"
"Musk Trousers Ltd.","BGMEA"
"Paradise Sweaters Ltd.","BGMEA"
"Shintex (BD) Ltd.","BGMEA"
"Dress UP Ltd.","BGMEA"
"Como Apparels Ltd. (Unit-2)","BGMEA"
"Classic Sweater","BGMEA"
"Flash Fashions Ltd.","BGMEA"
"National Garments Ltd","BGMEA"
"Shifa Sweaters Int'l Ltd.","BGMEA"
"Swan Sweaters Ltd. (U-2)","BGMEA"
"Esha Textiles (Sweater) Ltd.","BGMEA"
"Pacific Knitting Co. Ltd.","BGMEA"
"Asha Industries Ltd.","BGMEA"
"Charisma Garments Ltd.","BGMEA"
"Standard Fashions Ltd.","BGMEA"
"August Apparels Ltd.","BGMEA"
"Aftab Garments Ltd.","BGMEA"
"Droper Fashion Ltd.","BGMEA"
"Sajna Sweaters Ltd.","BGMEA"
"Styrax Fashions Ltd.","BGMEA"
"Euromax Sweater Ltd.","BGMEA"
"Ether Tex Ltd.","BGMEA"
"Desh Sweater Ltd.","BGMEA"
"Rotex Corporation Ltd.","BGMEA"
"Trade Mark Fashion Ltd.","BGMEA"
"Islam & Karen Fashion Tex Ltd.","BGMEA"
"The Papa Sweater Ltd.","BGMEA"
"Smooth Design Sweater Ltd.","BGMEA"
"Comilla Fashions Ltd.","BGMEA"
"Red Rock Sweater Ltd.","BGMEA"
"Fabtex Fashion Wears","BGMEA"
"T-Design Sweaters Ltd.","BGMEA"
"Norban Comtex Ltd.","BGMEA"
"Badrunnesa Sweaters Ltd.","BGMEA"
"EFE Textile Ltd.","BGMEA"
"N.N. Sweater","BGMEA"
"Sienkee Apparels Ltd.","BGMEA"
"Stitch Right Ltd.","BGMEA"
"J.S. Design Ltd.","BGMEA"
"Polka Dots Fashion Ltd.","BGMEA"
"Soampritee Consortium Ltd. (Sweater Unit)","BGMEA"
"Look's Wear Sweaters Ltd.","BGMEA"
"Belview Knitex Ltd.","BGMEA"
"Finex Attire Ltd.","BGMEA"
"Okeya Design Ltd.","BGMEA"
"Mascotex Ltd.","BGMEA"
"East Asia Apparel","BGMEA"
"Shabab Fabrics Ltd.","BGMEA"
"Creative Shirts House Ltd.","BGMEA"
"Rose Sweaters Ltd. (U-2)","BGMEA"
"Ambia Fashions Ltd.","BGMEA"
"Amici Sweater Inds. Ltd.","BGMEA"
"Gateway Fashion Ltd.","BGMEA"
"Fashion of Wales Ltd.","BGMEA"
"Luthan Sweater Ltd.","BGMEA"
"Interlink Dresses","BGMEA"
"I.P. Jaq Knitting Ltd.","BGMEA"
"The Well-Tex Ltd.","BGMEA"
"P.H.S. Fashion","BGMEA"
"Ocean Sweater Ind. (Pvt.) Ltd.","BGMEA"
"Hircin Fashion Ltd.","BGMEA"
"Saybolt Tex Ltd.","BGMEA"
"Tidy Wear Ltd.","BGMEA"
"Bulbul Knit Wear Ltd.","BGMEA"
"Knit Softwear Ltd. (U-2)","BGMEA"
"Wise Apparels Ltd.","BGMEA"
"Ordinal Fashions Ltd.","BGMEA"
"Eon Attires Ltd.","BGMEA"
"Heritage Sweater Ltd.","BGMEA"
"Tua-Ha Textiles Ltd.","BGMEA"
"Sharp Associates Ltd.","BGMEA"
"Divine Fashion (Pvt.) Ltd.","BGMEA"
"Ananta Casual Wear Ltd.","BGMEA"
"Dekko Designs Ltd.","BGMEA"
"Yasin Knittex Inds. Ltd.","BGMEA"
"Deoti Fashion Ltd.","BGMEA"
"Modele De Capital Ind. Ltd.","BGMEA"
"Goumati Knitwears Ltd.","BGMEA"
"Genervation Next Fashions Ltd.","BGMEA"
"Ambition Garments Ltd.","BGMEA"
"Optimo Jeans Ltd.","BGMEA"
"Sadat Sweaters Ltd.","BGMEA"
"Embro Knitwear Ltd.","BGMEA"
"Victoria Costumes Ltd.","BGMEA"
"Samad Sweaters Ltd.","BGMEA"
"MSC Garments Ltd.","BGMEA"
"Featherlite Ltd.","BGMEA"
"Landmark Wool Wear Ltd.","BGMEA"
"J.M. Knit & Stitch Wear Ltd.","BGMEA"
"Kamoos Knitwear Ltd.","BGMEA"
"Danny Dhaka Ltd.","BGMEA"
"Apparels Bangla Sourcing Ltd.","BGMEA"
"Studio SSR Ltd.","BGMEA"
"Euro Fashion (Sweater)","BGMEA"
"Fashion Connection Montreal Ltd.","BGMEA"
"Zaber & Zubair Fabrics Ltd.","BGMEA"
"Mondol Apparels Ltd.","BGMEA"
"Cotton Clout (BD) Ltd.","BGMEA"
"Palky Sweater (Pvt.) Ltd.","BGMEA"
